timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1744890649036,26,GET All Cars,200,,Scenario 1 - Get All Cars 1-1,text,true,,174,178,1,1,http://localhost:8080/cars,23,0,10
1744890649061,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-1,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649062,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-1,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649063,0,GET All Cars,200,,Scenario 1 - Get All Cars 1-1,text,true,,174,178,1,1,http://localhost:8080/cars,0,0,0
1744890649064,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-1,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649088,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-2,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649089,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-2,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649090,0,GET All Cars,200,,Scenario 1 - Get All Cars 1-2,text,true,,174,178,1,1,http://localhost:8080/cars,0,0,0
1744890649091,0,GET All Cars,200,,Scenario 1 - Get All Cars 1-2,text,true,,174,178,1,1,http://localhost:8080/cars,0,0,0
1744890649092,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-2,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649183,7,GET All Cars,200,,Scenario 1 - Get All Cars 1-3,text,true,,174,178,1,1,http://localhost:8080/cars,7,0,1
1744890649197,23,GET All Cars,200,,Scenario 1 - Get All Cars 1-3,text,true,,174,178,1,2,http://localhost:8080/cars,23,0,0
1744890649220,42,GET All Cars,200,,Scenario 1 - Get All Cars 1-3,text,true,,174,178,1,3,http://localhost:8080/cars,42,0,0
1744890649262,2,GET All Cars,200,,Scenario 1 - Get All Cars 1-3,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649264,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-3,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649289,2,GET All Cars,200,,Scenario 1 - Get All Cars 1-4,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649291,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-4,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649294,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-4,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649296,3,GET All Cars,200,,Scenario 1 - Get All Cars 1-4,text,true,,174,178,1,1,http://localhost:8080/cars,3,0,0
1744890649300,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-4,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649387,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-5,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649388,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-5,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
1744890649389,1,GET All Cars,200,,Scenario 1 - Get All Cars 1-5,text,true,,174,178,1,1,http://localhost:8080/cars,1,0,0
